image_path,label_path,condition,split
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0475/GOPR0475_frame_000180_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0475/GOPR0475_frame_000180_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0475/GOPR0475_frame_000185_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0475/GOPR0475_frame_000191_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0475/GOPR0475_frame_000191_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0475/GOPR0475_frame_000197_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0475/GOPR0475_frame_000203_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0475/GOPR0475_frame_000203_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0475/GOPR0475_frame_000209_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0475/GOPR0475_frame_000215_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0475/GOPR0475_frame_000215_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0475/GOPR0475_frame_000235_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000001_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000001_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000020_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000028_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000028_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000036_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000056_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000056_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000071_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000076_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000076_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000080_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000084_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000084_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000089_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000094_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000094_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000098_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000102_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000102_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000107_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000127_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000127_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000133_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000137_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000137_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000142_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000152_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000152_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000172_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000180_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000180_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000187_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000241_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000241_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000246_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000251_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000251_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000255_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000259_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000259_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000264_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000284_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000284_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000297_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000311_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000311_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000331_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000351_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000351_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000357_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000362_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000362_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000368_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000382_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000382_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000389_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000394_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000394_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000399_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000416_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000416_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000424_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000429_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000429_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000442_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000456_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000456_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000462_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000469_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000469_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000475_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000481_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000481_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000501_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000508_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000508_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000518_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000523_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000523_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000528_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0476/GOPR0476_frame_000594_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0476/GOPR0476_frame_000594_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000007_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000010_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000010_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000013_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000025_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000025_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000039_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000053_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000053_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000056_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000062_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000062_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000073_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000075_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000075_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000079_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000087_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000087_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000089_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000099_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000099_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000101_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000107_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000107_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000183_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000214_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000214_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000217_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000223_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000223_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000229_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000231_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000231_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000253_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000255_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000255_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000257_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000323_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000323_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000326_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000329_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000329_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000335_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000338_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000338_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000341_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000344_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000344_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000353_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000368_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000368_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000374_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000378_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000378_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000384_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000387_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000387_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000390_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000459_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000459_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000465_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000468_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000468_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000471_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000474_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000474_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000477_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000480_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000480_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000486_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000489_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000489_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000492_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000498_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000498_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000501_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000505_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000505_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000510_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000516_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000516_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000525_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000529_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000529_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000533_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000537_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000537_gt_ref_labelTrainIds.png,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000541_rgb_ref_anon.png,,normal,train
/home/user/DATA/awseg/data/raw/rgb_anon/fog/train_ref/GOPR0477/GOPR0477_frame_000545_rgb_ref_anon.png,/home/user/DATA/awseg/data/raw/gt/fog/train_ref/GOPR0477/GOPR0477_frame_000545_gt_ref_labelTrainIds.png,normal,train
